Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
8.07,0.00,0.00,-0.05,0.77,-0.25,1.08
8.08,0.00,0.00,-0.05,0.98,-0.21,1.01
8.09,-0.00,-0.00,-0.04,0.96,-0.27,1.03
8.10,-0.00,-0.01,-0.04,0.95,-0.36,1.01
8.10,-0.00,-0.01,-0.05,0.66,-0.42,1.04
8.11,-0.00,-0.01,-0.07,0.68,-0.31,1.01
8.12,-0.00,-0.01,-0.08,0.67,-0.34,1.03
8.13,-0.00,-0.01,-0.07,0.78,-0.38,1.00
8.14,-0.00,-0.00,-0.06,0.58,-0.36,1.00
8.15,-0.00,-0.00,-0.05,0.58,-0.47,0.99
8.15,-0.00,-0.00,-0.04,0.46,-0.29,1.00
8.16,0.00,0.00,-0.02,0.42,-0.35,1.02
8.17,0.00,0.00,-0.01,0.27,-0.43,1.02
8.18,0.00,0.00,-0.00,0.15,-0.26,1.03
8.19,0.00,0.01,-0.00,0.08,-0.11,1.03
8.19,0.00,0.01,0.00,0.09,-0.03,1.05
8.20,0.00,0.01,0.00,0.18,0.00,1.03
8.21,0.00,0.01,0.02,0.45,0.08,1.07
8.22,-0.00,-0.00,0.05,0.66,0.11,1.02
8.23,-0.00,-0.00,0.09,0.66,-0.07,1.02
8.23,0.00,-0.00,0.11,0.85,-0.23,1.00
8.24,-0.00,0.00,0.14,1.01,-0.28,1.04
8.25,-0.00,0.00,0.13,0.83,-0.39,1.02
8.26,0.00,0.00,0.09,0.66,-0.45,1.06
8.27,0.00,0.00,0.05,0.95,-0.41,1.09
8.27,0.00,0.00,0.03,0.98,-0.31,1.08
8.28,0.00,-0.00,-0.00,0.85,-0.24,1.01
8.29,0.00,-0.00,-0.03,0.73,-0.13,1.04
8.30,0.00,0.00,-0.03,0.76,-0.00,1.04
8.31,0.00,0.00,-0.03,0.77,-0.07,1.02
8.31,0.00,-0.00,-0.04,0.75,-0.05,1.01
8.32,0.00,-0.00,-0.03,0.77,0.04,0.99
8.33,0.00,0.00,-0.04,0.74,0.01,1.03
8.34,0.00,0.00,-0.02,0.67,0.09,1.03
8.35,0.00,0.00,-0.02,0.93,0.11,1.02
8.35,0.00,0.00,-0.00,1.01,0.05,1.05
8.36,0.00,-0.00,0.00,1.13,0.06,1.01
8.37,0.00,-0.00,0.02,1.09,0.10,1.01
8.38,-0.00,-0.00,0.02,1.00,0.03,1.04
8.39,0.00,0.00,-0.01,0.99,0.01,1.00
8.39,0.00,0.00,-0.03,1.09,0.09,1.01
8.40,0.00,0.01,-0.02,1.03,0.13,1.06
8.41,0.00,0.01,0.00,1.18,0.22,0.98
8.42,0.00,0.01,0.04,1.16,0.24,1.05
8.43,-0.00,0.01,0.06,1.21,0.29,0.97
8.43,0.00,0.01,0.06,0.99,0.13,1.02
8.44,-0.00,0.02,0.04,1.02,0.06,1.01
8.45,0.00,0.02,0.03,0.95,0.06,0.95
8.46,0.00,0.03,0.01,0.65,0.01,1.03
8.47,0.00,0.04,-0.00,0.63,0.01,0.93
8.47,0.00,0.05,0.01,0.60,0.01,1.02
8.48,-0.00,0.05,0.02,0.43,-0.04,1.03
8.49,-0.01,0.04,-0.01,0.24,-0.19,1.04
8.50,-0.01,0.04,-0.06,0.11,-0.32,1.00
8.51,-0.01,0.05,-0.13,0.34,-0.27,0.94
8.51,-0.01,0.06,-0.18,0.32,-0.16,1.02
8.52,-0.01,0.06,-0.23,0.52,-0.02,1.01
8.53,-0.02,0.07,-0.23,0.65,0.15,0.99
8.54,-0.02,0.07,-0.23,0.61,0.24,1.07
8.55,-0.03,0.06,-0.23,0.38,0.09,1.09
8.55,-0.03,0.04,-0.25,0.08,0.01,1.05
8.56,-0.02,-0.00,-0.25,-0.15,-0.05,1.26
8.57,-0.03,-0.05,-0.19,0.24,-0.07,1.15
8.58,-0.03,-0.07,-0.10,0.52,-0.08,1.09
8.59,-0.02,-0.08,-0.03,0.52,-0.08,1.09
8.59,-0.02,-0.09,-0.00,0.39,0.03,1.02
8.60,-0.02,-0.09,-0.00,0.35,0.02,0.96
8.61,-0.01,-0.10,-0.01,0.54,0.04,0.98
8.62,-0.00,-0.10,0.01,0.79,0.14,0.92
8.63,0.01,-0.09,0.03,0.57,0.23,0.96
8.63,0.01,-0.08,0.03,0.34,0.22,0.95
8.64,0.02,-0.07,0.02,0.45,0.10,0.95
8.65,0.02,-0.06,0.02,0.45,0.08,0.92
8.66,0.03,-0.04,0.01,0.28,0.03,1.00
8.66,0.03,-0.03,-0.01,0.16,-0.06,1.03
8.67,0.03,-0.02,-0.01,-0.01,-0.08,1.06
8.68,0.03,-0.01,-0.01,0.13,-0.06,0.89
8.69,0.02,0.01,0.01,0.04,0.09,1.11
8.70,0.01,0.00,0.03,0.07,0.10,1.04
8.70,0.01,0.01,0.05,0.28,0.01,0.95
8.71,0.00,0.01,0.05,0.16,-0.10,1.16
8.72,0.00,0.01,0.05,0.00,-0.04,1.54
8.73,-0.00,0.00,0.04,0.12,-0.00,0.98
8.74,-0.00,0.00,0.03,-0.12,-0.04,1.05
8.74,-0.01,-0.00,0.03,0.08,-0.04,0.96
8.75,-0.00,0.01,0.05,0.20,0.05,1.05
8.76,-0.00,0.01,0.08,0.05,0.11,1.04
8.77,-0.00,0.00,0.08,0.14,0.04,1.03
8.78,-0.00,0.00,0.07,0.14,-0.12,1.08
8.78,-0.00,-0.01,0.04,0.08,-0.35,1.01
8.79,-0.00,-0.01,-0.02,-0.08,-0.42,1.03
8.80,-0.00,-0.01,-0.08,-0.20,-0.32,1.02
8.81,-0.00,-0.01,-0.12,-0.27,-0.20,0.99
8.82,-0.00,-0.02,-0.11,-0.07,-0.15,1.02
8.82,0.00,-0.00,-0.10,-0.19,-0.07,1.10
8.83,-0.00,-0.03,-0.06,-0.41,-0.04,1.10
8.84,-0.00,-0.03,-0.05,-0.13,-0.15,0.74
8.85,-0.00,-0.03,-0.03,-0.17,-0.18,0.87
8.86,0.00,-0.02,0.00,-0.26,-0.14,1.11
8.86,0.00,-0.02,0.07,0.07,-0.00,0.99
8.87,0.00,-0.02,0.15,0.25,0.00,0.86
8.88,0.00,-0.01,0.22,0.40,0.08,1.03
8.89,0.00,0.02,0.26,0.36,0.01,0.95
8.90,0.00,0.01,0.25,0.28,0.12,0.98
8.90,0.00,0.01,0.24,0.47,0.10,0.97
8.91,0.01,0.02,0.23,0.70,0.08,0.91
8.92,0.01,0.03,0.20,0.43,0.07,0.96
8.93,0.00,0.03,0.14,-0.06,0.06,1.08
8.94,0.00,0.03,0.05,-0.47,-0.14,1.10
8.94,0.00,0.02,-0.03,-0.52,-0.25,1.08
8.95,-0.00,0.01,-0.10,-0.41,-0.40,1.15
8.96,-0.00,-0.00,-0.15,-0.33,-0.41,1.00
8.97,-0.00,-0.01,-0.19,-0.36,-0.37,0.99
8.98,0.00,0.01,-0.22,0.13,-0.31,0.87
8.98,-0.00,0.00,-0.22,0.19,-0.19,1.09
8.99,-0.00,-0.01,-0.21,0.23,-0.01,1.11
9.00,-0.00,-0.01,-0.20,0.49,0.11,1.00
9.01,-0.00,-0.00,-0.19,0.71,0.34,1.02
9.02,0.00,0.01,-0.19,0.66,0.60,1.08
9.02,0.00,0.01,-0.20,0.80,0.56,1.03
9.03,0.00,0.01,-0.19,0.88,0.55,1.11
9.04,0.00,-0.01,-0.13,1.04,0.48,0.99
9.05,0.00,-0.01,-0.01,1.09,0.55,1.04
9.06,-0.00,-0.02,0.08,0.51,0.45,1.09
9.06,-0.01,-0.03,0.13,0.20,-0.08,1.05
9.07,-0.00,-0.02,0.20,0.17,-0.28,1.06
9.08,-0.01,-0.03,0.18,-0.70,-0.17,1.07
9.09,-0.00,-0.03,0.06,-1.06,-0.39,1.03
9.10,-0.00,-0.02,-0.06,-0.97,-0.40,0.97
9.10,0.00,-0.02,-0.14,-0.63,-0.20,0.97
9.11,0.01,-0.01,-0.11,-0.08,0.21,0.97
9.12,0.01,-0.01,-0.03,-0.24,0.54,1.02
9.13,0.01,-0.00,0.01,-0.33,0.39,0.96
9.14,0.01,0.01,0.02,-0.28,0.26,0.95
9.15,0.01,0.02,0.03,0.05,0.32,0.95
9.15,0.01,0.03,0.04,0.42,0.45,0.97
9.16,0.01,0.03,0.06,0.53,0.40,1.02
9.17,0.01,0.02,0.06,0.56,0.10,1.09
9.18,0.00,0.01,0.07,0.52,-0.01,1.06
9.19,-0.00,0.01,0.04,0.10,0.12,1.04
9.19,-0.01,-0.00,-0.05,-0.23,0.05,1.04
9.20,-0.00,0.00,-0.16,-0.08,0.16,0.96
9.21,-0.00,0.01,-0.21,0.22,0.24,0.97
9.22,0.00,0.01,-0.22,0.40,0.31,0.99
9.23,0.00,0.02,-0.20,0.49,0.34,1.00
9.23,0.00,0.01,-0.17,0.29,0.35,1.05
9.24,-0.00,0.01,-0.17,0.12,0.34,1.07
9.25,-0.00,0.01,-0.19,0.07,0.32,1.06
9.26,-0.00,0.00,-0.23,0.05,0.18,1.01
9.27,-0.00,0.01,-0.27,-0.04,0.04,1.03
9.27,-0.00,0.00,-0.32,-0.15,-0.11,1.02
9.28,-0.00,-0.00,-0.36,-0.11,-0.11,1.01
9.29,0.00,-0.00,-0.38,-0.08,0.01,1.05
9.30,-0.00,-0.01,-0.38,-0.07,0.10,1.07
9.31,-0.00,-0.01,-0.38,0.11,0.16,0.96
9.31,0.00,-0.01,-0.36,0.30,0.21,1.00
9.32,0.00,-0.00,-0.35,0.48,0.16,0.97
9.33,0.00,-0.00,-0.35,0.52,0.14,1.04
9.34,-0.00,-0.02,-0.38,0.59,0.35,1.03
9.35,0.00,-0.01,-0.38,0.86,0.17,1.01
9.35,0.00,-0.00,-0.28,1.20,0.20,0.99
9.36,0.00,0.00,-0.14,0.92,0.30,1.02
9.37,0.00,0.00,-0.04,0.45,0.28,1.06
9.38,-0.00,0.00,0.04,0.09,0.19,1.01
9.39,0.00,0.01,0.08,-0.40,0.10,0.99
9.39,0.00,0.01,0.09,-0.58,-0.08,1.00
9.40,0.00,0.02,0.08,-0.83,-0.16,0.99
9.41,0.00,0.02,0.05,-0.96,-0.13,0.99
9.42,0.00,0.02,0.01,-1.14,-0.11,0.97
9.43,0.00,0.02,-0.02,-1.23,-0.07,0.98
9.43,0.01,0.02,-0.03,-1.08,0.03,1.02
9.44,0.01,0.02,-0.02,-1.14,0.14,1.08
9.45,-0.00,0.00,-0.02,-1.05,0.07,1.06
9.46,-0.00,0.00,-0.04,-0.61,0.05,1.04
9.47,-0.00,0.00,-0.03,-0.25,0.11,1.05
9.47,-0.00,-0.00,-0.00,-0.07,0.16,1.07
9.48,-0.00,-0.01,0.02,0.01,0.17,1.01
9.49,-0.00,-0.01,0.04,-0.04,0.07,1.06
9.50,-0.00,-0.01,0.03,-0.07,0.05,1.00
9.51,-0.00,-0.01,0.02,-0.06,0.02,1.01
9.51,-0.00,-0.00,0.01,-0.08,-0.04,1.01
9.52,0.00,0.00,0.00,0.02,-0.11,1.01
9.53,0.00,0.00,-0.00,0.00,-0.04,1.00
9.54,0.01,0.00,-0.03,-0.29,0.04,1.01
9.55,0.01,0.01,-0.07,-0.56,0.24,0.98
9.55,0.01,0.01,-0.11,-0.74,0.35,1.03
9.56,0.01,0.01,-0.13,-0.78,0.28,1.02
9.57,0.01,-0.00,-0.16,-0.76,0.09,1.01
9.58,0.01,-0.00,-0.20,-0.60,-0.14,1.03
9.59,0.00,-0.01,-0.20,-0.34,-0.20,1.06
9.59,0.01,-0.01,-0.15,-0.22,-0.10,1.06
9.60,0.00,-0.02,-0.07,-0.29,0.12,1.08
9.61,0.00,-0.02,-0.02,-0.46,0.20,1.02
9.62,0.00,-0.03,0.00,-0.68,0.26,1.04
9.63,0.00,-0.03,0.00,-0.74,0.20,0.99
9.63,0.01,-0.02,-0.01,-0.62,0.20,1.02
9.64,0.01,-0.03,-0.01,-0.50,0.15,1.04
9.65,0.01,-0.03,-0.02,-0.41,0.16,1.02
9.66,0.01,-0.03,-0.03,-0.55,0.13,1.05
9.66,0.01,-0.03,-0.05,-0.68,0.10,0.97
9.67,0.01,-0.02,-0.06,-0.85,0.21,0.94
9.68,0.01,-0.01,-0.05,-1.02,0.38,1.03
9.69,0.01,-0.00,0.01,-1.12,0.43,1.02
9.70,0.01,-0.00,0.07,-1.12,0.32,0.98
9.70,0.01,0.01,0.11,-1.10,0.17,0.97
9.71,0.01,0.01,0.12,-1.18,0.18,1.03
9.72,0.01,0.01,0.13,-1.10,0.32,1.05
9.73,0.00,0.01,0.16,-1.07,0.43,0.98
9.74,0.00,0.01,0.20,-1.23,0.42,1.04
9.74,0.00,0.01,0.22,-1.18,0.44,1.01
9.75,0.00,0.01,0.23,-0.99,0.38,1.04
9.76,-0.00,0.02,0.23,-0.80,0.26,0.97
9.77,0.00,0.02,0.22,-0.68,0.12,1.01
9.78,0.00,0.02,0.20,-0.52,0.11,1.02
9.78,0.00,0.02,0.20,-0.46,0.09,0.99
9.79,0.00,0.03,0.22,-0.59,0.11,1.04
9.80,-0.00,0.02,0.27,-0.65,0.23,1.06
9.81,-0.00,0.01,0.34,-0.53,0.34,1.02
9.82,-0.00,0.01,0.42,-0.48,0.28,0.97
9.82,-0.00,0.02,0.47,-0.53,0.20,0.97
9.83,-0.00,0.03,0.49,-0.58,0.19,0.97
9.84,-0.00,0.03,0.47,-0.56,0.17,1.03
9.85,-0.00,0.03,0.44,-0.45,0.07,1.02
9.86,-0.00,0.03,0.40,-0.40,-0.06,1.01
9.86,-0.00,0.03,0.36,-0.29,0.04,1.05
9.87,-0.01,0.02,0.33,-0.18,0.05,1.06
9.88,-0.01,0.01,0.32,-0.17,0.11,1.01
9.89,-0.01,0.01,0.29,-0.16,0.06,1.01
9.90,-0.00,0.02,0.25,-0.24,0.02,0.98
9.90,-0.00,0.02,0.22,-0.29,-0.04,1.02
9.91,-0.00,0.03,0.21,-0.21,-0.01,0.99
9.92,0.00,0.03,0.21,-0.16,0.17,1.03
9.93,-0.00,0.03,0.21,-0.03,0.24,1.01
9.94,-0.00,0.03,0.22,-0.06,0.13,0.97
9.94,0.00,0.04,0.22,-0.22,0.05,1.02
9.95,0.00,0.03,0.22,-0.24,0.07,1.06
9.96,-0.00,0.03,0.23,-0.22,0.03,1.04
9.97,-0.00,0.02,0.22,-0.23,-0.05,1.02
9.98,-0.00,0.02,0.19,-0.22,-0.05,1.04
9.98,-0.00,0.01,0.15,-0.16,0.09,1.01
9.99,-0.00,0.01,0.13,-0.13,0.13,1.02
10.00,-0.00,0.01,0.12,-0.12,0.16,1.03
10.01,-0.01,-0.00,0.14,-0.14,0.31,1.07
10.02,-0.01,-0.01,0.17,-0.16,0.36,1.04
10.02,-0.01,-0.01,0.21,-0.18,0.39,1.04
10.03,-0.02,-0.02,0.23,-0.16,0.26,1.06
10.04,-0.01,-0.01,0.26,-0.19,0.08,0.99
10.05,-0.01,0.01,0.24,-0.39,-0.08,0.98
10.06,-0.00,0.02,0.21,-0.39,-0.13,1.00
10.06,0.00,0.02,0.19,-0.38,-0.15,1.02
10.07,0.00,0.02,0.17,-0.35,-0.12,1.01
10.08,0.01,0.03,0.15,-0.29,-0.03,0.97
10.09,0.01,0.03,0.12,-0.22,0.06,1.03
10.10,0.01,0.03,0.07,0.01,0.15,1.05
10.10,0.01,0.02,0.04,0.24,0.21,1.09
10.11,0.00,0.01,0.02,0.37,0.28,1.08
10.12,-0.01,-0.01,0.03,0.27,0.40,1.09
10.13,-0.01,-0.02,0.07,0.08,0.42,1.06
10.14,-0.01,-0.03,0.11,-0.13,0.35,0.99
10.15,-0.01,-0.02,0.15,-0.32,0.35,0.98
10.15,-0.01,-0.02,0.20,-0.55,0.15,0.98
10.16,-0.01,-0.01,0.23,-0.66,0.11,0.96
10.17,-0.00,-0.00,0.25,-0.66,0.12,1.01
10.18,-0.00,0.00,0.23,-0.67,-0.01,1.01
10.19,0.00,0.01,0.18,-0.74,-0.16,1.00
10.19,0.00,0.01,0.11,-0.56,-0.15,0.98
10.20,0.01,0.02,0.06,-0.25,0.00,0.99
10.21,0.01,0.02,0.04,-0.04,0.12,0.98
10.22,0.01,0.02,0.02,0.05,0.29,1.09
10.23,0.00,0.01,0.03,0.29,0.40,1.05
10.23,-0.00,-0.00,0.08,0.32,0.33,1.07
10.24,-0.01,-0.01,0.13,0.12,0.30,1.13
10.25,-0.01,-0.03,0.19,0.06,0.20,1.06
10.26,-0.02,-0.03,0.24,-0.15,0.03,0.98
10.27,-0.01,-0.03,0.27,-0.42,-0.07,0.96
10.27,-0.01,-0.02,0.28,-0.60,-0.03,0.98
10.28,-0.01,-0.01,0.26,-0.75,-0.08,1.00
10.29,-0.00,-0.00,0.22,-0.76,-0.15,0.90
10.30,0.00,0.02,0.19,-0.72,-0.18,0.90
10.31,0.01,0.04,0.15,-0.58,-0.21,0.98
10.31,0.02,0.06,0.12,-0.25,-0.28,0.96
10.32,0.01,0.05,0.08,-0.10,-0.29,1.07
10.33,0.01,0.04,0.05,0.29,-0.17,1.05
10.34,0.00,0.03,0.03,0.54,-0.09,1.10
10.35,-0.00,0.02,0.03,0.60,-0.12,1.08
10.35,-0.01,0.01,0.03,0.52,-0.08,1.06
10.36,-0.01,0.00,0.07,0.33,-0.09,1.10
10.37,-0.01,-0.01,0.10,0.09,-0.11,1.09
10.38,-0.02,-0.03,0.13,-0.15,-0.10,1.06
10.39,-0.02,-0.03,0.15,-0.33,-0.12,1.04
10.39,-0.01,-0.02,0.15,-0.62,-0.08,1.03
10.40,-0.01,-0.02,0.13,-0.71,-0.10,1.02
10.41,-0.01,-0.02,0.09,-0.55,-0.10,1.00
10.42,-0.01,-0.01,0.07,-0.33,-0.15,0.94
10.43,-0.01,-0.00,0.05,-0.03,-0.24,1.00
10.43,-0.00,0.00,0.05,0.24,-0.31,1.01
10.44,-0.00,-0.00,0.05,0.27,-0.18,1.10
10.45,-0.01,-0.01,0.06,0.16,-0.07,1.09
10.46,-0.01,-0.02,0.04,0.09,-0.01,1.03
10.47,-0.01,-0.02,0.03,0.01,-0.02,1.01
10.47,-0.01,-0.02,0.03,0.09,0.09,0.96
10.48,-0.00,-0.01,0.06,0.13,-0.03,0.95
10.49,-0.00,-0.01,0.09,-0.16,0.04,1.00
10.50,-0.00,-0.01,0.11,-0.25,0.10,1.03
10.51,-0.01,-0.01,0.13,-0.25,-0.02,0.96
10.51,-0.00,0.00,0.14,-0.46,-0.07,1.00
10.52,-0.00,0.00,0.14,-0.42,-0.07,1.01
10.53,-0.00,0.01,0.12,-0.43,-0.10,1.00
10.54,0.00,0.01,0.08,-0.36,-0.04,0.98
10.55,0.00,0.03,0.04,-0.30,0.21,0.98
10.55,0.00,0.02,0.00,-0.13,0.18,1.02
10.56,0.00,0.02,0.02,0.12,0.17,0.99
10.57,0.00,0.01,0.08,0.12,0.26,1.06
10.58,-0.00,0.01,0.15,-0.01,0.27,1.06
10.59,-0.01,0.00,0.19,-0.17,0.13,1.06
10.59,-0.01,0.00,0.19,-0.31,-0.10,1.01
10.60,-0.01,0.00,0.19,-0.20,-0.28,0.99
10.61,-0.01,0.01,0.19,-0.11,-0.13,1.05
10.62,-0.01,0.00,0.19,-0.00,-0.15,0.99
10.63,-0.01,-0.00,0.19,0.17,-0.17,1.01
10.63,-0.00,0.00,0.16,0.07,-0.05,0.97
10.64,-0.00,0.00,0.12,0.04,0.05,1.00
10.65,-0.00,0.00,0.09,-0.01,-0.00,1.07
10.66,-0.00,0.00,0.10,0.04,-0.02,1.02
10.66,-0.01,-0.00,0.10,-0.01,-0.00,1.01
10.67,-0.00,0.00,0.09,-0.18,0.05,1.01
10.68,-0.00,0.00,0.08,-0.26,0.03,1.02
10.69,-0.00,0.01,0.08,-0.19,0.00,1.00
10.70,-0.00,0.01,0.09,-0.14,0.03,1.05
10.70,-0.00,0.01,0.10,-0.06,-0.11,1.02
10.71,-0.00,0.00,0.12,0.01,-0.11,1.06
10.72,-0.00,0.00,0.14,0.06,-0.17,1.06
10.73,-0.01,0.00,0.15,0.03,-0.14,1.05
10.74,-0.01,-0.00,0.16,-0.06,-0.10,1.05
10.74,-0.01,-0.00,0.17,-0.21,-0.12,1.06
10.75,-0.01,-0.00,0.17,-0.27,-0.07,1.06
10.76,-0.01,-0.00,0.19,-0.20,-0.05,0.99
10.77,-0.01,0.00,0.22,-0.29,-0.10,1.03
10.78,-0.00,0.01,0.23,-0.27,-0.15,1.00
10.78,-0.00,0.01,0.22,-0.30,-0.24,1.08
10.79,-0.00,0.02,0.20,-0.29,-0.34,0.96
10.80,0.00,0.02,0.18,-0.23,-0.25,1.02
10.81,-0.00,0.02,0.19,-0.16,-0.31,0.99
10.82,0.00,0.02,0.21,-0.02,-0.40,1.04
10.82,0.00,0.02,0.21,0.07,-0.29,1.02
10.83,0.00,0.02,0.19,0.04,-0.24,0.99
10.84,0.00,0.02,0.16,0.11,-0.21,0.99
10.85,0.00,0.02,0.15,0.16,-0.12,1.04
10.86,-0.00,0.01,0.16,0.04,-0.06,1.11
10.86,-0.01,-0.00,0.17,-0.01,-0.25,1.03
10.87,-0.00,0.01,0.18,0.11,-0.46,0.97
10.88,0.00,0.02,0.22,0.15,-0.32,0.99
10.89,-0.00,0.02,0.26,-0.02,-0.19,1.09
10.90,-0.00,0.01,0.31,-0.07,-0.18,1.01
10.90,-0.00,0.02,0.33,-0.18,-0.10,0.98
10.91,0.00,0.03,0.35,-0.33,-0.18,1.01
10.92,0.00,0.04,0.34,-0.41,-0.21,0.95
10.93,0.01,0.04,0.34,-0.31,-0.19,0.95
10.94,0.01,0.06,0.37,-0.29,-0.40,1.04
10.94,0.01,0.04,0.39,-0.35,-0.38,1.12
10.95,-0.00,0.02,0.41,-0.30,-0.18,1.04
10.96,-0.01,0.01,0.41,-0.48,-0.21,1.07
10.97,-0.01,0.01,0.37,-0.63,-0.33,0.97
10.98,0.00,0.01,0.30,-0.75,-0.44,1.05
10.98,-0.01,-0.01,0.24,-0.49,-0.26,1.12
10.99,-0.01,-0.03,0.21,-0.17,-0.15,1.11
11.00,-0.01,-0.03,0.18,-0.08,-0.15,1.05
11.01,-0.01,-0.04,0.14,-0.02,-0.27,1.03
11.02,-0.01,-0.04,0.10,-0.10,-0.43,1.03
11.02,-0.01,-0.04,0.06,-0.20,-0.35,1.06
11.03,-0.01,-0.04,0.01,-0.28,-0.23,1.02
11.04,-0.02,-0.04,-0.01,-0.33,-0.29,1.04
11.05,-0.02,-0.05,-0.02,-0.34,-0.37,1.06
11.06,-0.02,-0.06,-0.01,-0.35,-0.47,1.03
11.06,-0.01,-0.04,0.01,-0.30,-0.35,0.87
11.07,-0.01,-0.02,0.03,-0.36,-0.09,0.94
11.08,-0.01,-0.01,0.02,-0.54,-0.00,1.06
11.09,-0.01,-0.01,-0.03,-0.46,-0.09,0.94
11.10,-0.01,-0.01,-0.05,-0.21,-0.07,0.99
11.10,-0.01,-0.02,-0.03,0.16,-0.11,1.01
11.11,-0.01,-0.01,0.05,0.45,-0.10,1.07
11.12,-0.01,-0.01,0.14,0.52,-0.18,1.00
11.13,-0.01,-0.00,0.21,0.19,-0.27,1.00
11.14,-0.01,0.00,0.21,-0.39,-0.42,1.01
11.15,-0.00,0.01,0.15,-0.71,-0.46,1.02
11.15,-0.00,0.01,0.08,-0.50,-0.41,1.00
11.16,-0.00,0.01,0.06,-0.16,-0.25,1.02
11.17,0.00,0.02,0.08,0.11,-0.25,1.03
11.18,0.00,0.02,0.12,0.34,-0.28,1.02
11.19,-0.00,0.01,0.17,0.36,-0.39,1.10
11.19,-0.00,0.01,0.20,0.28,-0.42,1.07
11.20,-0.01,0.00,0.19,-0.03,-0.42,1.04
11.21,-0.01,0.00,0.15,-0.21,-0.28,1.04
11.22,-0.00,0.00,0.08,-0.41,-0.33,0.99
11.23,-0.00,0.01,0.01,-0.68,-0.36,1.00
11.23,0.00,0.01,-0.06,-0.80,-0.33,1.05
11.24,0.00,-0.00,-0.14,-0.69,-0.31,1.02
11.25,0.00,0.00,-0.19,-0.24,-0.08,0.99
11.26,0.00,-0.00,-0.16,0.16,0.09,1.03
11.27,-0.00,-0.01,-0.10,0.33,-0.00,1.04
11.27,-0.00,-0.01,-0.03,0.53,-0.16,1.00
11.28,-0.00,-0.01,0.04,0.68,-0.16,1.12
11.29,-0.00,-0.03,0.12,0.79,-0.07,1.01
11.30,-0.01,-0.02,0.18,0.72,-0.10,1.03
11.31,-0.01,-0.02,0.22,0.71,-0.09,0.96
11.31,-0.00,-0.02,0.24,0.63,-0.15,1.02
11.32,-0.00,-0.01,0.24,0.35,-0.28,1.00
11.33,-0.00,-0.01,0.23,0.18,-0.37,1.00
11.34,-0.01,-0.02,0.22,-0.23,-0.41,0.96
11.35,-0.00,-0.01,0.17,-0.90,-0.55,1.00
11.35,-0.00,-0.02,0.07,-0.82,-0.49,1.05
11.36,-0.00,-0.02,-0.02,-0.53,-0.43,1.00
11.37,-0.00,-0.02,-0.06,0.15,-0.32,1.04
11.38,-0.00,-0.02,-0.04,0.25,-0.25,1.02
11.39,-0.00,-0.02,-0.02,0.03,-0.24,1.05
11.39,-0.01,-0.03,-0.01,0.44,-0.29,0.97
11.40,-0.00,-0.02,0.01,0.68,-0.32,1.03
11.41,-0.00,-0.01,0.03,0.61,-0.32,0.99
11.42,-0.00,-0.01,0.05,0.68,-0.19,0.98
11.43,-0.00,-0.00,0.08,0.69,-0.24,1.03
11.43,-0.00,0.00,0.10,0.43,-0.34,1.07
11.44,-0.00,0.00,0.10,0.25,-0.32,1.05
11.45,0.00,0.00,0.08,0.24,-0.31,1.03
11.46,0.00,0.01,0.08,0.34,-0.24,1.03
11.47,-0.00,0.00,0.09,0.36,-0.22,1.07
11.47,-0.00,0.01,0.10,0.20,-0.26,1.01
11.48,-0.00,0.00,0.10,0.11,-0.22,1.08
11.49,-0.00,-0.00,0.10,0.05,-0.26,0.99
11.50,-0.00,-0.00,0.10,0.10,-0.29,1.03
11.51,0.00,0.01,0.09,0.17,-0.35,0.98
11.51,-0.00,0.01,0.09,0.42,-0.28,1.02
11.52,-0.00,0.01,0.09,0.41,-0.28,1.03
11.53,-0.00,0.00,0.08,0.31,-0.32,1.02
11.54,-0.00,0.00,0.07,0.31,-0.30,1.02
11.55,-0.00,0.00,0.05,0.03,-0.29,1.04
11.55,-0.00,0.00,0.03,-0.16,-0.28,1.02
11.56,-0.00,0.00,-0.01,-0.21,-0.26,1.04
11.57,0.00,-0.00,-0.04,-0.00,-0.23,1.03
11.58,0.00,-0.00,-0.03,0.33,-0.25,1.02
11.59,-0.00,-0.00,0.03,0.64,-0.24,1.01
11.59,-0.00,-0.00,0.09,0.71,-0.18,1.03
11.60,-0.00,-0.00,0.13,0.48,-0.14,1.06
11.61,-0.00,-0.01,0.15,0.17,-0.21,1.05
11.62,-0.00,-0.01,0.14,0.01,-0.29,1.00
11.63,-0.00,-0.00,0.13,-0.02,-0.29,1.01
11.63,-0.00,0.00,0.11,-0.05,-0.26,1.00
11.64,-0.00,0.00,0.08,-0.09,-0.24,0.98
11.65,-0.00,0.00,0.03,-0.11,-0.25,1.08
11.66,-0.00,0.01,-0.01,0.03,-0.27,1.03
11.66,0.00,0.00,-0.05,0.08,-0.28,1.13
11.67,-0.00,-0.00,-0.06,0.15,-0.37,1.02
11.68,-0.00,0.00,-0.08,0.25,-0.25,1.06
11.69,-0.00,-0.00,-0.09,0.29,-0.19,1.04
11.70,-0.00,-0.01,-0.08,0.42,-0.14,1.04
11.70,-0.00,-0.00,-0.08,0.12,-0.31,1.00
11.71,0.00,0.00,-0.10,0.10,-0.26,1.00
11.72,0.00,-0.00,-0.11,0.16,-0.21,1.03
